0.007707175,-0.013619599,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131128,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619599,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131143,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707176,-0.013619600,0.777544022,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837464,0.053878173,0.212131143,0.087080888,-0.092205971,-0.195454016,0.082756318,-0.056757007,-0.363898188,0.087468550,-0.135591671,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851495,0.935203433,-0.045214705
0.007707176,-0.013619602,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837613,0.053878136,0.212131172,0.087080576,-0.092205793,-0.195454031,0.082756437,-0.056756947,-0.363898218,0.087468266,-0.135591522,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619602,0.777544081,-0.012171574,-0.013005058,-0.700976312,0.712962151,0.068837665,0.053878125,0.212131172,0.087080471,-0.092205733,-0.195454016,0.082756482,-0.056756925,-0.363898218,0.087468170,-0.135591462,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619602,0.777544081,-0.012171574,-0.013005058,-0.700976312,0.712962151,0.068837665,0.053878125,0.212131187,0.087080471,-0.092205733,-0.195454016,0.082756482,-0.056756925,-0.363898218,0.087468170,-0.135591462,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619602,0.777544081,-0.012171574,-0.013005058,-0.700976312,0.712962151,0.068837665,0.053878121,0.212131187,0.087080471,-0.092205733,-0.195454016,0.082756482,-0.056756925,-0.363898218,0.087468170,-0.135591462,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619602,0.777544081,-0.012171574,-0.013005058,-0.700976312,0.712962151,0.068837613,0.053878136,0.212131172,0.087080576,-0.092205793,-0.195454016,0.082756437,-0.056756943,-0.363898218,0.087468266,-0.135591507,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707176,-0.013619600,0.777544022,-0.012171574,-0.013005058,-0.700976312,0.712962151,0.068837471,0.053878177,0.212131143,0.087080888,-0.092205971,-0.195454016,0.082756311,-0.056757007,-0.363898188,0.087468550,-0.135591686,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619598,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131128,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619599,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131128,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619598,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131128,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619599,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131128,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
0.007707175,-0.013619599,0.777544081,-0.012171572,-0.013005055,-0.700976312,0.712962151,0.068837419,0.053878188,0.212131128,0.087080993,-0.092206024,-0.195454016,0.082756273,-0.056757029,-0.363898188,0.087468646,-0.135591730,0.193137407,-0.027082205,0.161740020,0.260617644,0.158385098,0.895650744,0.039939523,0.149826393,-0.294898748,-0.010851496,0.935203433,-0.045214705
